base,ligand,solvent,concentration,temperature,yield
KOPiv,P(fur)3,DMAc,0.1,105,73.59
KOPiv,PPh2Me,DMAc,0.1,105,8.85
KOPiv,GorlosPhos HBF4,DMAc,0.1,105,38.15
KOPiv,JackiePhos,DMAc,0.1,105,50.54
KOPiv,CgMe-PPh,DMAc,0.1,105,89.76
KOPiv,PPhMe2,DMAc,0.1,105,0
CsOAc,P(fur)3,DMAc,0.1,105,45.21
CsOAc,PPh2Me,DMAc,0.1,105,9.55
CsOAc,GorlosPhos HBF4,DMAc,0.1,105,19.97
CsOAc,JackiePhos,DMAc,0.1,105,41
CsOAc,CgMe-PPh,DMAc,0.1,105,83.25
CsOAc,PPhMe2,DMAc,0.1,105,0
CsOPiv,P(fur)3,DMAc,0.1,105,49.4
CsOPiv,PPh2Me,DMAc,0.1,105,4.3
CsOPiv,GorlosPhos HBF4,DMAc,0.1,105,40.43
CsOPiv,JackiePhos,DMAc,0.1,105,0
CsOPiv,CgMe-PPh,DMAc,0.1,105,91.11
CsOPiv,PPhMe2,DMAc,0.1,105,0
KOAc,P(fur)3,BuCN,0.1,105,9.1
KOAc,PPh2Me,BuCN,0.1,105,0
KOAc,GorlosPhos HBF4,BuCN,0.1,105,14.36
KOAc,JackiePhos,BuCN,0.1,105,19.82
KOAc,CgMe-PPh,BuCN,0.1,105,54.67
KOAc,PPhMe2,BuCN,0.1,105,0
KOPiv,P(fur)3,BuCN,0.1,105,46.99
KOPiv,PPh2Me,BuCN,0.1,105,0
KOPiv,GorlosPhos HBF4,BuCN,0.1,105,43.52
KOPiv,JackiePhos,BuCN,0.1,105,16.82
KOPiv,CgMe-PPh,BuCN,0.1,105,76.68
KOPiv,PPhMe2,BuCN,0.1,105,0
CsOAc,P(fur)3,BuCN,0.1,105,16.19
CsOAc,PPh2Me,BuCN,0.1,105,0
CsOAc,GorlosPhos HBF4,BuCN,0.1,105,33.34
CsOAc,JackiePhos,BuCN,0.1,105,26.69
CsOAc,CgMe-PPh,BuCN,0.1,105,82.33
CsOAc,PPhMe2,BuCN,0.1,105,0
CsOPiv,P(fur)3,BuCN,0.1,105,25.08
CsOPiv,PPh2Me,BuCN,0.1,105,0
CsOPiv,GorlosPhos HBF4,BuCN,0.1,105,39.42
CsOPiv,JackiePhos,BuCN,0.1,105,11.95
CsOPiv,CgMe-PPh,BuCN,0.1,105,65.69
CsOPiv,PPhMe2,BuCN,0.1,105,0
KOAc,P(fur)3,BuOAc,0.1,105,9.87
KOAc,PPh2Me,BuOAc,0.1,105,0
KOAc,GorlosPhos HBF4,BuOAc,0.1,105,2.85
KOAc,JackiePhos,BuOAc,0.1,105,7.74
KOAc,CgMe-PPh,BuOAc,0.1,105,41.35
KOAc,PPhMe2,BuOAc,0.1,105,0
KOPiv,P(fur)3,BuOAc,0.1,105,18.21
KOPiv,PPh2Me,BuOAc,0.1,105,0
KOPiv,GorlosPhos HBF4,BuOAc,0.1,105,20.21
KOPiv,JackiePhos,BuOAc,0.1,105,5.98
KOPiv,CgMe-PPh,BuOAc,0.1,105,36.23
KOPiv,PPhMe2,BuOAc,0.1,105,0
CsOAc,P(fur)3,BuOAc,0.1,105,15.72
CsOAc,PPh2Me,BuOAc,0.1,105,0
CsOAc,GorlosPhos HBF4,BuOAc,0.1,105,8.11
CsOAc,JackiePhos,BuOAc,0.1,105,3.08
CsOAc,CgMe-PPh,BuOAc,0.1,105,45.01
CsOAc,PPhMe2,BuOAc,0.1,105,0
CsOPiv,P(fur)3,BuOAc,0.1,105,14.51
CsOPiv,PPh2Me,BuOAc,0.1,105,0
CsOPiv,GorlosPhos HBF4,BuOAc,0.1,105,20.63
CsOPiv,JackiePhos,BuOAc,0.1,105,2.41
CsOPiv,CgMe-PPh,BuOAc,0.1,105,24
CsOPiv,PPhMe2,BuOAc,0.1,105,0
KOAc,P(fur)3,p-Xylene,0.1,105,8.45
KOAc,PPh2Me,p-Xylene,0.1,105,0
KOAc,GorlosPhos HBF4,p-Xylene,0.1,105,0.83
KOAc,JackiePhos,p-Xylene,0.1,105,5.36
KOAc,CgMe-PPh,p-Xylene,0.1,105,35.6
KOAc,PPhMe2,p-Xylene,0.1,105,0
KOPiv,P(fur)3,p-Xylene,0.1,105,19.32
KOPiv,PPh2Me,p-Xylene,0.1,105,0
KOPiv,GorlosPhos HBF4,p-Xylene,0.1,105,10.98
KOPiv,JackiePhos,p-Xylene,0.1,105,9.9
KOPiv,CgMe-PPh,p-Xylene,0.1,105,32.37
KOPiv,PPhMe2,p-Xylene,0.1,105,0
CsOAc,P(fur)3,p-Xylene,0.1,105,30.29
CsOAc,PPh2Me,p-Xylene,0.1,105,0
CsOAc,GorlosPhos HBF4,p-Xylene,0.1,105,14.97
CsOAc,JackiePhos,p-Xylene,0.1,105,7.15
CsOAc,CgMe-PPh,p-Xylene,0.1,105,68.35
CsOAc,PPhMe2,p-Xylene,0.1,105,0
CsOPiv,P(fur)3,p-Xylene,0.1,105,10.05
CsOPiv,PPh2Me,p-Xylene,0.1,105,0
CsOPiv,GorlosPhos HBF4,p-Xylene,0.1,105,9.89
CsOPiv,JackiePhos,p-Xylene,0.1,105,8.06
CsOPiv,CgMe-PPh,p-Xylene,0.1,105,16.46
CsOPiv,PPhMe2,p-Xylene,0.1,105,0
KOAc,P(fur)3,DMAc,0.1,120,60.48
KOAc,PPh2Me,DMAc,0.1,120,10.51
KOAc,GorlosPhos HBF4,DMAc,0.1,120,15.42
KOAc,JackiePhos,DMAc,0.1,120,75.12
KOAc,CgMe-PPh,DMAc,0.1,120,83.22
KOAc,PPhMe2,DMAc,0.1,120,3.59
KOPiv,P(fur)3,DMAc,0.1,120,76.02
KOPiv,PPh2Me,DMAc,0.1,120,30.15
KOPiv,GorlosPhos HBF4,DMAc,0.1,120,49.17
KOPiv,JackiePhos,DMAc,0.1,120,70.26
KOPiv,CgMe-PPh,DMAc,0.1,120,87.59
KOPiv,PPhMe2,DMAc,0.1,120,3.35
CsOAc,P(fur)3,DMAc,0.1,120,29.06
CsOAc,PPh2Me,DMAc,0.1,120,4.61
CsOAc,GorlosPhos HBF4,DMAc,0.1,120,26.78
CsOAc,JackiePhos,DMAc,0.1,120,67.63
CsOAc,CgMe-PPh,DMAc,0.1,120,81.63
CsOAc,PPhMe2,DMAc,0.1,120,19.02
CsOPiv,P(fur)3,DMAc,0.1,120,62.32
CsOPiv,PPh2Me,DMAc,0.1,120,3.7
CsOPiv,GorlosPhos HBF4,DMAc,0.1,120,45.17
CsOPiv,JackiePhos,DMAc,0.1,120,13.46
CsOPiv,CgMe-PPh,DMAc,0.1,120,83.85
CsOPiv,PPhMe2,DMAc,0.1,120,0
KOAc,P(fur)3,BuCN,0.1,120,13.89
KOAc,PPh2Me,BuCN,0.1,120,0
KOAc,GorlosPhos HBF4,BuCN,0.1,120,22.06
KOAc,JackiePhos,BuCN,0.1,120,20.08
KOAc,CgMe-PPh,BuCN,0.1,120,67.57
KOAc,PPhMe2,BuCN,0.1,120,0
KOPiv,P(fur)3,BuCN,0.1,120,40.02
KOPiv,PPh2Me,BuCN,0.1,120,0
KOPiv,GorlosPhos HBF4,BuCN,0.1,120,56.45
KOPiv,JackiePhos,BuCN,0.1,120,16.47
KOPiv,CgMe-PPh,BuCN,0.1,120,70.51
KOPiv,PPhMe2,BuCN,0.1,120,0
CsOAc,P(fur)3,BuCN,0.1,120,13.75
CsOAc,PPh2Me,BuCN,0.1,120,0
CsOAc,GorlosPhos HBF4,BuCN,0.1,120,40.61
CsOAc,JackiePhos,BuCN,0.1,120,23.5
CsOAc,CgMe-PPh,BuCN,0.1,120,88.82
CsOAc,PPhMe2,BuCN,0.1,120,0
CsOPiv,P(fur)3,BuCN,0.1,120,37.73
CsOPiv,PPh2Me,BuCN,0.1,120,0
CsOPiv,GorlosPhos HBF4,BuCN,0.1,120,48.15
CsOPiv,JackiePhos,BuCN,0.1,120,12.12
CsOPiv,CgMe-PPh,BuCN,0.1,120,71.57
CsOPiv,PPhMe2,BuCN,0.1,120,0
KOAc,P(fur)3,BuOAc,0.1,120,21.34
KOAc,PPh2Me,BuOAc,0.1,120,0
KOAc,GorlosPhos HBF4,BuOAc,0.1,120,11.31
KOAc,JackiePhos,BuOAc,0.1,120,7.82
KOAc,CgMe-PPh,BuOAc,0.1,120,51.37
KOAc,PPhMe2,BuOAc,0.1,120,0
KOPiv,P(fur)3,BuOAc,0.1,120,21
KOPiv,PPh2Me,BuOAc,0.1,120,0.31
KOPiv,GorlosPhos HBF4,BuOAc,0.1,120,35.43
KOPiv,JackiePhos,BuOAc,0.1,120,6.73
KOPiv,CgMe-PPh,BuOAc,0.1,120,42.62
KOPiv,PPhMe2,BuOAc,0.1,120,0
CsOAc,P(fur)3,BuOAc,0.1,120,14.73
CsOAc,PPh2Me,BuOAc,0.1,120,0
CsOAc,GorlosPhos HBF4,BuOAc,0.1,120,29.75
CsOAc,JackiePhos,BuOAc,0.1,120,4.06
CsOAc,CgMe-PPh,BuOAc,0.1,120,57.84
CsOAc,PPhMe2,BuOAc,0.1,120,0
CsOPiv,P(fur)3,BuOAc,0.1,120,15.21
CsOPiv,PPh2Me,BuOAc,0.1,120,0
CsOPiv,GorlosPhos HBF4,BuOAc,0.1,120,42.04
CsOPiv,JackiePhos,BuOAc,0.1,120,2.48
CsOPiv,CgMe-PPh,BuOAc,0.1,120,26.74
CsOPiv,PPhMe2,BuOAc,0.1,120,0
KOAc,P(fur)3,p-Xylene,0.1,120,9.72
KOAc,PPh2Me,p-Xylene,0.1,120,0
KOAc,GorlosPhos HBF4,p-Xylene,0.1,120,7.43
KOAc,JackiePhos,p-Xylene,0.1,120,7.03
KOAc,CgMe-PPh,p-Xylene,0.1,120,46.75
KOAc,PPhMe2,p-Xylene,0.1,120,0
KOPiv,P(fur)3,p-Xylene,0.1,120,16.71
KOPiv,PPh2Me,p-Xylene,0.1,120,0
KOPiv,GorlosPhos HBF4,p-Xylene,0.1,120,21.25
KOPiv,JackiePhos,p-Xylene,0.1,120,11.69
KOPiv,CgMe-PPh,p-Xylene,0.1,120,40.85
KOPiv,PPhMe2,p-Xylene,0.1,120,0
CsOAc,P(fur)3,p-Xylene,0.1,120,19.04
CsOAc,PPh2Me,p-Xylene,0.1,120,0
CsOAc,GorlosPhos HBF4,p-Xylene,0.1,120,21.42
CsOAc,JackiePhos,p-Xylene,0.1,120,8.31
CsOAc,CgMe-PPh,p-Xylene,0.1,120,62.73
CsOAc,PPhMe2,p-Xylene,0.1,120,0
CsOPiv,P(fur)3,p-Xylene,0.1,120,14.75
CsOPiv,PPh2Me,p-Xylene,0.1,120,0
CsOPiv,GorlosPhos HBF4,p-Xylene,0.1,120,9.03
CsOPiv,JackiePhos,p-Xylene,0.1,120,8.89
CsOPiv,CgMe-PPh,p-Xylene,0.1,120,20.03
CsOPiv,PPhMe2,p-Xylene,0.1,120,0
KOAc,P(fur)3,DMAc,0.057,90,14.53
KOAc,PPh2Me,DMAc,0.057,90,7.3
KOAc,GorlosPhos HBF4,DMAc,0.057,90,3.06
KOAc,JackiePhos,DMAc,0.057,90,72.24
KOAc,CgMe-PPh,DMAc,0.057,90,30.41
KOAc,PPhMe2,DMAc,0.057,90,0
KOPiv,P(fur)3,DMAc,0.057,90,26.56
KOPiv,PPh2Me,DMAc,0.057,90,5.02
KOPiv,GorlosPhos HBF4,DMAc,0.057,90,12.98
KOPiv,JackiePhos,DMAc,0.057,90,7.12
KOPiv,CgMe-PPh,DMAc,0.057,90,62.75
KOPiv,PPhMe2,DMAc,0.057,90,0
CsOAc,P(fur)3,DMAc,0.057,90,18.38
CsOAc,PPh2Me,DMAc,0.057,90,7.32
CsOAc,GorlosPhos HBF4,DMAc,0.057,90,5.38
CsOAc,JackiePhos,DMAc,0.057,90,40.47
CsOAc,CgMe-PPh,DMAc,0.057,90,38.8
CsOAc,PPhMe2,DMAc,0.057,90,0
CsOPiv,P(fur)3,DMAc,0.057,90,21.65
CsOPiv,PPh2Me,DMAc,0.057,90,3.43
CsOPiv,GorlosPhos HBF4,DMAc,0.057,90,11.07
CsOPiv,JackiePhos,DMAc,0.057,90,2.72
CsOPiv,CgMe-PPh,DMAc,0.057,90,65.32
CsOPiv,PPhMe2,DMAc,0.057,90,0
KOAc,P(fur)3,BuCN,0.057,90,2.62
KOAc,PPh2Me,BuCN,0.057,90,0
KOAc,GorlosPhos HBF4,BuCN,0.057,90,4.98
KOAc,JackiePhos,BuCN,0.057,90,20.5
KOAc,CgMe-PPh,BuCN,0.057,90,17.45
KOAc,PPhMe2,BuCN,0.057,90,0
KOPiv,P(fur)3,BuCN,0.057,90,37.93
KOPiv,PPh2Me,BuCN,0.057,90,0
KOPiv,GorlosPhos HBF4,BuCN,0.057,90,28.17
KOPiv,JackiePhos,BuCN,0.057,90,16.57
KOPiv,CgMe-PPh,BuCN,0.057,90,51.32
KOPiv,PPhMe2,BuCN,0.057,90,0
CsOAc,P(fur)3,BuCN,0.057,90,12.91
CsOAc,PPh2Me,BuCN,0.057,90,0
CsOAc,GorlosPhos HBF4,BuCN,0.057,90,21.15
CsOAc,JackiePhos,BuCN,0.057,90,23.51
CsOAc,CgMe-PPh,BuCN,0.057,90,57.85
CsOAc,PPhMe2,BuCN,0.057,90,0
CsOPiv,P(fur)3,BuCN,0.057,90,26.3
CsOPiv,PPh2Me,BuCN,0.057,90,0
CsOPiv,GorlosPhos HBF4,BuCN,0.057,90,29.23
CsOPiv,JackiePhos,BuCN,0.057,90,11.65
CsOPiv,CgMe-PPh,BuCN,0.057,90,43.22
CsOPiv,PPhMe2,BuCN,0.057,90,0
KOAc,P(fur)3,BuOAc,0.057,90,3.78
KOAc,PPh2Me,BuOAc,0.057,90,0
KOAc,GorlosPhos HBF4,BuOAc,0.057,90,3.14
KOAc,JackiePhos,BuOAc,0.057,90,3.77
KOAc,CgMe-PPh,BuOAc,0.057,90,12.61
KOAc,PPhMe2,BuOAc,0.057,90,0
KOPiv,P(fur)3,BuOAc,0.057,90,15.73
KOPiv,PPh2Me,BuOAc,0.057,90,0
KOPiv,GorlosPhos HBF4,BuOAc,0.057,90,3.04
KOPiv,JackiePhos,BuOAc,0.057,90,3.67
KOPiv,CgMe-PPh,BuOAc,0.057,90,17.63
KOPiv,PPhMe2,BuOAc,0.057,90,0
CsOAc,P(fur)3,BuOAc,0.057,90,13.72
CsOAc,PPh2Me,BuOAc,0.057,90,0
CsOAc,GorlosPhos HBF4,BuOAc,0.057,90,8.14
CsOAc,JackiePhos,BuOAc,0.057,90,1.79
CsOAc,CgMe-PPh,BuOAc,0.057,90,20.2
CsOAc,PPhMe2,BuOAc,0.057,90,0
CsOPiv,P(fur)3,BuOAc,0.057,90,13.13
CsOPiv,PPh2Me,BuOAc,0.057,90,0
CsOPiv,GorlosPhos HBF4,BuOAc,0.057,90,11
CsOPiv,JackiePhos,BuOAc,0.057,90,0.99
CsOPiv,CgMe-PPh,BuOAc,0.057,90,14.68
CsOPiv,PPhMe2,BuOAc,0.057,90,0
KOAc,P(fur)3,p-Xylene,0.057,90,2.65
KOAc,PPh2Me,p-Xylene,0.057,90,0
KOAc,GorlosPhos HBF4,p-Xylene,0.057,90,0
KOAc,JackiePhos,p-Xylene,0.057,90,3.79
KOAc,CgMe-PPh,p-Xylene,0.057,90,8.45
KOAc,PPhMe2,p-Xylene,0.057,90,0
KOPiv,P(fur)3,p-Xylene,0.057,90,15.86
KOPiv,PPh2Me,p-Xylene,0.057,90,0
KOPiv,GorlosPhos HBF4,p-Xylene,0.057,90,0
KOPiv,JackiePhos,p-Xylene,0.057,90,7.25
KOPiv,CgMe-PPh,p-Xylene,0.057,90,16.15
KOPiv,PPhMe2,p-Xylene,0.057,90,0
CsOAc,P(fur)3,p-Xylene,0.057,90,15.92
CsOAc,PPh2Me,p-Xylene,0.057,90,0
CsOAc,GorlosPhos HBF4,p-Xylene,0.057,90,1.12
CsOAc,JackiePhos,p-Xylene,0.057,90,5.48
CsOAc,CgMe-PPh,p-Xylene,0.057,90,28.4
CsOAc,PPhMe2,p-Xylene,0.057,90,0
CsOPiv,P(fur)3,p-Xylene,0.057,90,7.59
CsOPiv,PPh2Me,p-Xylene,0.057,90,0
CsOPiv,GorlosPhos HBF4,p-Xylene,0.057,90,0.76
CsOPiv,JackiePhos,p-Xylene,0.057,90,0
CsOPiv,CgMe-PPh,p-Xylene,0.057,90,0.4
CsOPiv,PPhMe2,p-Xylene,0.057,90,0
KOAc,P(fur)3,DMAc,0.057,105,39.39
KOAc,PPh2Me,DMAc,0.057,105,14.36
KOAc,GorlosPhos HBF4,DMAc,0.057,105,10.03
KOAc,JackiePhos,DMAc,0.057,105,87.62
KOAc,CgMe-PPh,DMAc,0.057,105,67.21
KOAc,PPhMe2,DMAc,0.057,105,0
KOPiv,P(fur)3,DMAc,0.057,105,64.12
KOPiv,PPh2Me,DMAc,0.057,105,22.92
KOPiv,GorlosPhos HBF4,DMAc,0.057,105,27.93
KOPiv,JackiePhos,DMAc,0.057,105,54.07
KOPiv,CgMe-PPh,DMAc,0.057,105,90.39
KOPiv,PPhMe2,DMAc,0.057,105,0
CsOAc,P(fur)3,DMAc,0.057,105,44.25
CsOAc,PPh2Me,DMAc,0.057,105,20.41
CsOAc,GorlosPhos HBF4,DMAc,0.057,105,12.61
CsOAc,JackiePhos,DMAc,0.057,105,71.97
CsOAc,CgMe-PPh,DMAc,0.057,105,91.39
CsOAc,PPhMe2,DMAc,0.057,105,0
CsOPiv,P(fur)3,DMAc,0.057,105,46.33
CsOPiv,PPh2Me,DMAc,0.057,105,14.24
CsOPiv,GorlosPhos HBF4,DMAc,0.057,105,24.03
CsOPiv,JackiePhos,DMAc,0.057,105,9.52
CsOPiv,CgMe-PPh,DMAc,0.057,105,91.06
CsOPiv,PPhMe2,DMAc,0.057,105,0
KOAc,P(fur)3,BuCN,0.057,105,8.17
KOAc,PPh2Me,BuCN,0.057,105,0
KOAc,GorlosPhos HBF4,BuCN,0.057,105,13.79
KOAc,JackiePhos,BuCN,0.057,105,24.09
KOAc,CgMe-PPh,BuCN,0.057,105,36.66
KOAc,PPhMe2,BuCN,0.057,105,0
KOPiv,P(fur)3,BuCN,0.057,105,43.79
KOPiv,PPh2Me,BuCN,0.057,105,1.52
KOPiv,GorlosPhos HBF4,BuCN,0.057,105,49.19
KOPiv,JackiePhos,BuCN,0.057,105,15.64
KOPiv,CgMe-PPh,BuCN,0.057,105,76.85
KOPiv,PPhMe2,BuCN,0.057,105,0
CsOAc,P(fur)3,BuCN,0.057,105,20.05
CsOAc,PPh2Me,BuCN,0.057,105,0.04
CsOAc,GorlosPhos HBF4,BuCN,0.057,105,36.9
CsOAc,JackiePhos,BuCN,0.057,105,23.83
CsOAc,CgMe-PPh,BuCN,0.057,105,67.85
CsOAc,PPhMe2,BuCN,0.057,105,0
CsOPiv,P(fur)3,BuCN,0.057,105,34.47
CsOPiv,PPh2Me,BuCN,0.057,105,0.53
CsOPiv,GorlosPhos HBF4,BuCN,0.057,105,46.17
CsOPiv,JackiePhos,BuCN,0.057,105,10.68
CsOPiv,CgMe-PPh,BuCN,0.057,105,11.18
CsOPiv,PPhMe2,BuCN,0.057,105,0
KOAc,P(fur)3,BuOAc,0.057,105,8.43
KOAc,PPh2Me,BuOAc,0.057,105,0
KOAc,GorlosPhos HBF4,BuOAc,0.057,105,2.21
KOAc,JackiePhos,BuOAc,0.057,105,5.59
KOAc,CgMe-PPh,BuOAc,0.057,105,35.64
KOAc,PPhMe2,BuOAc,0.057,105,0
KOPiv,P(fur)3,BuOAc,0.057,105,16.31
KOPiv,PPh2Me,BuOAc,0.057,105,0
KOPiv,GorlosPhos HBF4,BuOAc,0.057,105,10.68
KOPiv,JackiePhos,BuOAc,0.057,105,4.15
KOPiv,CgMe-PPh,BuOAc,0.057,105,30.75
KOPiv,PPhMe2,BuOAc,0.057,105,0
CsOAc,P(fur)3,BuOAc,0.057,105,14.5
CsOAc,PPh2Me,BuOAc,0.057,105,0
CsOAc,GorlosPhos HBF4,BuOAc,0.057,105,22.02
CsOAc,JackiePhos,BuOAc,0.057,105,3.37
CsOAc,CgMe-PPh,BuOAc,0.057,105,38.53
CsOAc,PPhMe2,BuOAc,0.057,105,0
CsOPiv,P(fur)3,BuOAc,0.057,105,14.84
CsOPiv,PPh2Me,BuOAc,0.057,105,0
CsOPiv,GorlosPhos HBF4,BuOAc,0.057,105,33.41
CsOPiv,JackiePhos,BuOAc,0.057,105,1.3
CsOPiv,CgMe-PPh,BuOAc,0.057,105,19.84
CsOPiv,PPhMe2,BuOAc,0.057,105,0
KOAc,P(fur)3,p-Xylene,0.057,105,4.99
KOAc,PPh2Me,p-Xylene,0.057,105,0
KOAc,GorlosPhos HBF4,p-Xylene,0.057,105,1.47
KOAc,JackiePhos,p-Xylene,0.057,105,5.45
KOAc,CgMe-PPh,p-Xylene,0.057,105,25.69
KOAc,PPhMe2,p-Xylene,0.057,105,0
KOPiv,P(fur)3,p-Xylene,0.057,105,14.68
KOPiv,PPh2Me,p-Xylene,0.057,105,0
KOPiv,GorlosPhos HBF4,p-Xylene,0.057,105,24.06
KOPiv,JackiePhos,p-Xylene,0.057,105,8.93
KOPiv,CgMe-PPh,p-Xylene,0.057,105,17
KOPiv,PPhMe2,p-Xylene,0.057,105,0
CsOAc,P(fur)3,p-Xylene,0.057,105,16.85
CsOAc,PPh2Me,p-Xylene,0.057,105,0
CsOAc,GorlosPhos HBF4,p-Xylene,0.057,105,0
CsOAc,JackiePhos,p-Xylene,0.057,105,6.15
CsOAc,CgMe-PPh,p-Xylene,0.057,105,41.1
CsOAc,PPhMe2,p-Xylene,0.057,105,0
CsOPiv,P(fur)3,p-Xylene,0.057,105,7.12
CsOPiv,PPh2Me,p-Xylene,0.057,105,0
CsOPiv,GorlosPhos HBF4,p-Xylene,0.057,105,12.53
CsOPiv,JackiePhos,p-Xylene,0.057,105,6.96
CsOPiv,CgMe-PPh,p-Xylene,0.057,105,11.91
CsOPiv,PPhMe2,p-Xylene,0.057,105,0
KOAc,P(fur)3,DMAc,0.057,120,62.04
KOAc,PPh2Me,DMAc,0.057,120,12.01
KOAc,GorlosPhos HBF4,DMAc,0.057,120,13.87
KOAc,JackiePhos,DMAc,0.057,120,89.14
KOAc,CgMe-PPh,DMAc,0.057,120,96.64
KOAc,PPhMe2,DMAc,0.057,120,3.33
KOPiv,P(fur)3,DMAc,0.057,120,83.62
KOPiv,PPh2Me,DMAc,0.057,120,28.06
KOPiv,GorlosPhos HBF4,DMAc,0.057,120,36.29
KOPiv,JackiePhos,DMAc,0.057,120,82.13
KOPiv,CgMe-PPh,DMAc,0.057,120,89.95
KOPiv,PPhMe2,DMAc,0.057,120,2.15
CsOAc,P(fur)3,DMAc,0.057,120,78.6
CsOAc,PPh2Me,DMAc,0.057,120,18.16
CsOAc,GorlosPhos HBF4,DMAc,0.057,120,16.77
CsOAc,JackiePhos,DMAc,0.057,120,81.48
CsOAc,CgMe-PPh,DMAc,0.057,120,95.48
CsOAc,PPhMe2,DMAc,0.057,120,5.9
CsOPiv,P(fur)3,DMAc,0.057,120,50.7
CsOPiv,PPh2Me,DMAc,0.057,120,9.36
CsOPiv,GorlosPhos HBF4,DMAc,0.057,120,27.88
CsOPiv,JackiePhos,DMAc,0.057,120,22.07
CsOPiv,CgMe-PPh,DMAc,0.057,120,92.03
CsOPiv,PPhMe2,DMAc,0.057,120,0
KOAc,P(fur)3,BuCN,0.057,120,12.25
KOAc,PPh2Me,BuCN,0.057,120,0
KOAc,GorlosPhos HBF4,BuCN,0.057,120,20.95
KOAc,JackiePhos,BuCN,0.057,120,21.88
KOAc,CgMe-PPh,BuCN,0.057,120,76.66
KOAc,PPhMe2,BuCN,0.057,120,0
KOPiv,P(fur)3,BuCN,0.057,120,31.53
KOPiv,PPh2Me,BuCN,0.057,120,0
KOPiv,GorlosPhos HBF4,BuCN,0.057,120,64.48
KOPiv,JackiePhos,BuCN,0.057,120,16.07
KOPiv,CgMe-PPh,BuCN,0.057,120,77.52
KOPiv,PPhMe2,BuCN,0.057,120,0
CsOAc,P(fur)3,BuCN,0.057,120,25.45
CsOAc,PPh2Me,BuCN,0.057,120,0
CsOAc,GorlosPhos HBF4,BuCN,0.057,120,49.09
CsOAc,JackiePhos,BuCN,0.057,120,23.23
CsOAc,CgMe-PPh,BuCN,0.057,120,50.74
CsOAc,PPhMe2,BuCN,0.057,120,0
CsOPiv,P(fur)3,BuCN,0.057,120,23.81
CsOPiv,PPh2Me,BuCN,0.057,120,0
CsOPiv,GorlosPhos HBF4,BuCN,0.057,120,58.13
CsOPiv,JackiePhos,BuCN,0.057,120,11.26
CsOPiv,CgMe-PPh,BuCN,0.057,120,75.46
CsOPiv,PPhMe2,BuCN,0.057,120,0
KOAc,P(fur)3,BuOAc,0.057,120,9.35
KOAc,PPh2Me,BuOAc,0.057,120,0
KOAc,GorlosPhos HBF4,BuOAc,0.057,120,0
KOAc,JackiePhos,BuOAc,0.057,120,5.16
KOAc,CgMe-PPh,BuOAc,0.057,120,46.42
KOAc,PPhMe2,BuOAc,0.057,120,0
KOPiv,P(fur)3,BuOAc,0.057,120,14.81
KOPiv,PPh2Me,BuOAc,0.057,120,0
KOPiv,GorlosPhos HBF4,BuOAc,0.057,120,38.63
KOPiv,JackiePhos,BuOAc,0.057,120,3.96
KOPiv,CgMe-PPh,BuOAc,0.057,120,33.69
KOPiv,PPhMe2,BuOAc,0.057,120,0
CsOAc,P(fur)3,BuOAc,0.057,120,12.14
CsOAc,PPh2Me,BuOAc,0.057,120,0
CsOAc,GorlosPhos HBF4,BuOAc,0.057,120,34.4
CsOAc,JackiePhos,BuOAc,0.057,120,2.45
CsOAc,CgMe-PPh,BuOAc,0.057,120,38.65
CsOAc,PPhMe2,BuOAc,0.057,120,0
CsOPiv,P(fur)3,BuOAc,0.057,120,10.59
CsOPiv,PPh2Me,BuOAc,0.057,120,0
CsOPiv,GorlosPhos HBF4,BuOAc,0.057,120,13.52
CsOPiv,JackiePhos,BuOAc,0.057,120,1.23
CsOPiv,CgMe-PPh,BuOAc,0.057,120,19.71
CsOPiv,PPhMe2,BuOAc,0.057,120,0
KOAc,P(fur)3,p-Xylene,0.057,120,4.66
KOAc,PPh2Me,p-Xylene,0.057,120,0
KOAc,GorlosPhos HBF4,p-Xylene,0.057,120,0
KOAc,JackiePhos,p-Xylene,0.057,120,5.4
KOAc,CgMe-PPh,p-Xylene,0.057,120,31.14
KOAc,PPhMe2,p-Xylene,0.057,120,0
KOPiv,P(fur)3,p-Xylene,0.057,120,9.88
KOPiv,PPh2Me,p-Xylene,0.057,120,0
KOPiv,GorlosPhos HBF4,p-Xylene,0.057,120,4.02
KOPiv,JackiePhos,p-Xylene,0.057,120,8.9
KOPiv,CgMe-PPh,p-Xylene,0.057,120,26.39
KOPiv,PPhMe2,p-Xylene,0.057,120,0
CsOAc,P(fur)3,p-Xylene,0.057,120,11.72
CsOAc,PPh2Me,p-Xylene,0.057,120,0
CsOAc,GorlosPhos HBF4,p-Xylene,0.057,120,21.94
CsOAc,JackiePhos,p-Xylene,0.057,120,6.44
CsOAc,CgMe-PPh,p-Xylene,0.057,120,59.82
CsOAc,PPhMe2,p-Xylene,0.057,120,0
CsOPiv,P(fur)3,p-Xylene,0.057,120,5.15
CsOPiv,PPh2Me,p-Xylene,0.057,120,0
CsOPiv,GorlosPhos HBF4,p-Xylene,0.057,120,3.69
CsOPiv,JackiePhos,p-Xylene,0.057,120,7.03
CsOPiv,CgMe-PPh,p-Xylene,0.057,120,12.23
CsOPiv,PPhMe2,p-Xylene,0.057,120,0
KOAc,P(fur)3,DMAc,0.153,90,10.13
KOAc,PPh2Me,DMAc,0.153,90,3.02
